question_id,system,model,rater,accuracy,hallucination,completeness,interpretability
Q005,kg_rag,gpt4,rater_C,,,,
Q005,kg_rag,llama3_8b,rater_A,,,,
Q005,kg_rag,llama3_8b,rater_B,,,,
Q005,kg_rag,llama3_8b,rater_C,,,,
Q006,llm_only,gpt4,rater_A,,,,
Q006,llm_only,gpt4,rater_B,,,,
Q006,llm_only,gpt4,rater_C,,,,
Q006,llm_only,llama3_8b,rater_A,,,,
Q006,llm_only,llama3_8b,rater_B,,,,
Q006,llm_only,llama3_8b,rater_C,,,,
Q006,standard_rag,gpt4,rater_A,,,,
Q006,standard_rag,gpt4,rater_B,,,,
Q006,standard_rag,gpt4,rater_C,,,,
Q006,standard_rag,llama3_8b,rater_A,,,,
Q006,standard_rag,llama3_8b,rater_B,,,,
Q006,standard_rag,llama3_8b,rater_C,,,,
Q006,kg_rag,gpt4,rater_A,,,,
Q006,kg_rag,gpt4,rater_B,,,,
Q006,kg_rag,gpt4,rater_C,,,,
Q006,kg_rag,llama3_8b,rater_A,,,,
Q006,kg_rag,llama3_8b,rater_B,,,,
Q006,kg_rag,llama3_8b,rater_C,,,,
Q007,llm_only,gpt4,rater_A,,,,
Q007,llm_only,gpt4,rater_B,,,,
Q007,llm_only,gpt4,rater_C,,,,
Q007,llm_only,llama3_8b,rater_A,,,,
Q007,llm_only,llama3_8b,rater_B,,,,
Q007,llm_only,llama3_8b,rater_C,,,,
Q007,standard_rag,gpt4,rater_A,,,,
Q007,standard_rag,gpt4,rater_B,,,,
Q007,standard_rag,gpt4,rater_C,,,,
Q007,standard_rag,llama3_8b,rater_A,,,,
Q007,standard_rag,llama3_8b,rater_B,,,,
Q007,standard_rag,llama3_8b,rater_C,,,,
Q007,kg_rag,gpt4,rater_A,,,,
Q007,kg_rag,gpt4,rater_B,,,,
Q007,kg_rag,gpt4,rater_C,,,,
Q007,kg_rag,llama3_8b,rater_A,,,,
Q007,kg_rag,llama3_8b,rater_B,,,,
Q007,kg_rag,llama3_8b,rater_C,,,,
Q008,llm_only,gpt4,rater_A,,,,
Q008,llm_only,gpt4,rater_B,,,,
Q008,llm_only,gpt4,rater_C,,,,
Q008,llm_only,llama3_8b,rater_A,,,,
Q008,llm_only,llama3_8b,rater_B,,,,
Q008,llm_only,llama3_8b,rater_C,,,,
Q008,standard_rag,gpt4,rater_A,,,,
Q008,standard_rag,gpt4,rater_B,,,,
Q008,standard_rag,gpt4,rater_C,,,,
Q008,standard_rag,llama3_8b,rater_A,,,,
Q008,standard_rag,llama3_8b,rater_B,,,,
Q008,standard_rag,llama3_8b,rater_C,,,,
Q008,kg_rag,gpt4,rater_A,,,,
Q008,kg_rag,gpt4,rater_B,,,,
Q008,kg_rag,gpt4,rater_C,,,,
Q008,kg_rag,llama3_8b,rater_A,,,,
Q008,kg_rag,llama3_8b,rater_B,,,,
Q008,kg_rag,llama3_8b,rater_C,,,,
Q009,llm_only,gpt4,rater_A,,,,
Q009,llm_only,gpt4,rater_B,,,,
Q009,llm_only,gpt4,rater_C,,,,
Q009,llm_only,llama3_8b,rater_A,,,,
Q009,llm_only,llama3_8b,rater_B,,,,
Q009,llm_only,llama3_8b,rater_C,,,,
Q009,standard_rag,gpt4,rater_A,,,,
Q009,standard_rag,gpt4,rater_B,,,,
Q009,standard_rag,gpt4,rater_C,,,,
Q009,standard_rag,llama3_8b,rater_A,,,,
Q009,standard_rag,llama3_8b,rater_B,,,,
Q009,standard_rag,llama3_8b,rater_C,,,,
Q009,kg_rag,gpt4,rater_A,,,,
Q009,kg_rag,gpt4,rater_B,,,,
Q009,kg_rag,gpt4,rater_C,,,,
Q009,kg_rag,llama3_8b,rater_A,,,,
Q009,kg_rag,llama3_8b,rater_B,,,,
Q009,kg_rag,llama3_8b,rater_C,,,,
Q010,llm_only,gpt4,rater_A,,,,
Q010,llm_only,gpt4,rater_B,,,,
Q010,llm_only,gpt4,rater_C,,,,
Q010,llm_only,llama3_8b,rater_A,,,,
Q010,llm_only,llama3_8b,rater_B,,,,
Q010,llm_only,llama3_8b,rater_C,,,,
Q010,standard_rag,gpt4,rater_A,,,,
Q010,standard_rag,gpt4,rater_B,,,,
Q010,standard_rag,gpt4,rater_C,,,,
Q010,standard_rag,llama3_8b,rater_A,,,,
Q010,standard_rag,llama3_8b,rater_B,,,,
Q010,standard_rag,llama3_8b,rater_C,,,,
Q010,kg_rag,gpt4,rater_A,,,,
Q010,kg_rag,gpt4,rater_B,,,,
Q010,kg_rag,gpt4,rater_C,,,,
Q010,kg_rag,llama3_8b,rater_A,,,,
Q010,kg_rag,llama3_8b,rater_B,,,,
Q010,kg_rag,llama3_8b,rater_C,,,,
Q011,llm_only,gpt4,rater_A,,,,
Q011,llm_only,gpt4,rater_B,,,,
Q011,llm_only,gpt4,rater_C,,,,
Q011,llm_only,llama3_8b,rater_A,,,,
Q011,llm_only,llama3_8b,rater_B,,,,
Q011,llm_only,llama3_8b,rater_C,,,,
Q011,standard_rag,gpt4,rater_A,,,,
Q011,standard_rag,gpt4,rater_B,,,,
Q011,standard_rag,gpt4,rater_C,,,,
Q011,standard_rag,llama3_8b,rater_A,,,,
Q011,standard_rag,llama3_8b,rater_B,,,,
Q011,standard_rag,llama3_8b,rater_C,,,,
Q011,kg_rag,gpt4,rater_A,,,,
Q011,kg_rag,gpt4,rater_B,,,,
Q011,kg_rag,gpt4,rater_C,,,,
Q011,kg_rag,llama3_8b,rater_A,,,,
Q011,kg_rag,llama3_8b,rater_B,,,,
Q011,kg_rag,llama3_8b,rater_C,,,,
Q012,llm_only,gpt4,rater_A,,,,
Q012,llm_only,gpt4,rater_B,,,,
Q012,llm_only,gpt4,rater_C,,,,
Q012,llm_only,llama3_8b,rater_A,,,,
Q012,llm_only,llama3_8b,rater_B,,,,
Q012,llm_only,llama3_8b,rater_C,,,,
Q012,standard_rag,gpt4,rater_A,,,,
Q012,standard_rag,gpt4,rater_B,,,,
Q012,standard_rag,gpt4,rater_C,,,,
Q012,standard_rag,llama3_8b,rater_A,,,,
Q012,standard_rag,llama3_8b,rater_B,,,,
Q012,standard_rag,llama3_8b,rater_C,,,,
Q012,kg_rag,gpt4,rater_A,,,,
Q012,kg_rag,gpt4,rater_B,,,,
Q012,kg_rag,gpt4,rater_C,,,,
Q012,kg_rag,llama3_8b,rater_A,,,,
Q012,kg_rag,llama3_8b,rater_B,,,,
Q012,kg_rag,llama3_8b,rater_C,,,,
Q013,llm_only,gpt4,rater_A,,,,
Q013,llm_only,gpt4,rater_B,,,,
Q013,llm_only,gpt4,rater_C,,,,
Q013,llm_only,llama3_8b,rater_A,,,,
Q013,llm_only,llama3_8b,rater_B,,,,
Q013,llm_only,llama3_8b,rater_C,,,,
Q013,standard_rag,gpt4,rater_A,,,,
Q013,standard_rag,gpt4,rater_B,,,,
Q013,standard_rag,gpt4,rater_C,,,,
Q013,standard_rag,llama3_8b,rater_A,,,,
Q013,standard_rag,llama3_8b,rater_B,,,,
Q013,standard_rag,llama3_8b,rater_C,,,,
Q013,kg_rag,gpt4,rater_A,,,,
Q013,kg_rag,gpt4,rater_B,,,,
Q013,kg_rag,gpt4,rater_C,,,,
Q013,kg_rag,llama3_8b,rater_A,,,,
Q013,kg_rag,llama3_8b,rater_B,,,,
Q013,kg_rag,llama3_8b,rater_C,,,,
Q014,llm_only,gpt4,rater_A,,,,
Q014,llm_only,gpt4,rater_B,,,,
Q014,llm_only,gpt4,rater_C,,,,
Q014,llm_only,llama3_8b,rater_A,,,,
Q014,llm_only,llama3_8b,rater_B,,,,
Q014,llm_only,llama3_8b,rater_C,,,,
Q014,standard_rag,gpt4,rater_A,,,,
Q014,standard_rag,gpt4,rater_B,,,,
Q014,standard_rag,gpt4,rater_C,,,,
Q014,standard_rag,llama3_8b,rater_A,,,,
Q014,standard_rag,llama3_8b,rater_B,,,,
Q014,standard_rag,llama3_8b,rater_C,,,,
Q014,kg_rag,gpt4,rater_A,,,,
Q014,kg_rag,gpt4,rater_B,,,,
Q014,kg_rag,gpt4,rater_C,,,,
Q014,kg_rag,llama3_8b,rater_A,,,,
Q014,kg_rag,llama3_8b,rater_B,,,,
Q014,kg_rag,llama3_8b,rater_C,,,,
Q015,llm_only,gpt4,rater_A,,,,
Q015,llm_only,gpt4,rater_B,,,,
Q015,llm_only,gpt4,rater_C,,,,
Q015,llm_only,llama3_8b,rater_A,,,,
Q015,llm_only,llama3_8b,rater_B,,,,
Q015,llm_only,llama3_8b,rater_C,,,,
Q015,standard_rag,gpt4,rater_A,,,,
Q015,standard_rag,gpt4,rater_B,,,,
Q015,standard_rag,gpt4,rater_C,,,,
Q015,standard_rag,llama3_8b,rater_A,,,,
Q015,standard_rag,llama3_8b,rater_B,,,,
Q015,standard_rag,llama3_8b,rater_C,,,,
Q015,kg_rag,gpt4,rater_A,,,,
Q015,kg_rag,gpt4,rater_B,,,,
Q015,kg_rag,gpt4,rater_C,,,,
Q015,kg_rag,llama3_8b,rater_A,,,,
Q015,kg_rag,llama3_8b,rater_B,,,,
Q015,kg_rag,llama3_8b,rater_C,,,,
Q016,llm_only,gpt4,rater_A,,,,
Q016,llm_only,gpt4,rater_B,,,,
Q016,llm_only,gpt4,rater_C,,,,
Q016,llm_only,llama3_8b,rater_A,,,,
Q016,llm_only,llama3_8b,rater_B,,,,
Q016,llm_only,llama3_8b,rater_C,,,,
Q016,standard_rag,gpt4,rater_A,,,,
Q016,standard_rag,gpt4,rater_B,,,,
Q016,standard_rag,gpt4,rater_C,,,,
Q016,standard_rag,llama3_8b,rater_A,,,,
Q016,standard_rag,llama3_8b,rater_B,,,,
Q016,standard_rag,llama3_8b,rater_C,,,,
Q016,kg_rag,gpt4,rater_A,,,,
Q016,kg_rag,gpt4,rater_B,,,,
Q016,kg_rag,gpt4,rater_C,,,,
Q016,kg_rag,llama3_8b,rater_A,,,,
Q016,kg_rag,llama3_8b,rater_B,,,,
Q016,kg_rag,llama3_8b,rater_C,,,,
Q017,llm_only,gpt4,rater_A,,,,
Q017,llm_only,gpt4,rater_B,,,,
Q017,llm_only,gpt4,rater_C,,,,
Q017,llm_only,llama3_8b,rater_A,,,,
Q017,llm_only,llama3_8b,rater_B,,,,
Q017,llm_only,llama3_8b,rater_C,,,,
Q017,standard_rag,gpt4,rater_A,,,,
Q017,standard_rag,gpt4,rater_B,,,,
Q017,standard_rag,gpt4,rater_C,,,,
Q017,standard_rag,llama3_8b,rater_A,,,,
Q017,standard_rag,llama3_8b,rater_B,,,,
Q017,standard_rag,llama3_8b,rater_C,,,,
Q017,kg_rag,gpt4,rater_A,,,,
Q017,kg_rag,gpt4,rater_B,,,,
Q017,kg_rag,gpt4,rater_C,,,,
Q017,kg_rag,llama3_8b,rater_A,,,,
Q017,kg_rag,llama3_8b,rater_B,,,,
Q017,kg_rag,llama3_8b,rater_C,,,,
Q018,llm_only,gpt4,rater_A,,,,
Q018,llm_only,gpt4,rater_B,,,,
Q018,llm_only,gpt4,rater_C,,,,
Q018,llm_only,llama3_8b,rater_A,,,,
Q018,llm_only,llama3_8b,rater_B,,,,
Q018,llm_only,llama3_8b,rater_C,,,,
Q018,standard_rag,gpt4,rater_A,,,,
Q018,standard_rag,gpt4,rater_B,,,,
Q018,standard_rag,gpt4,rater_C,,,,
Q018,standard_rag,llama3_8b,rater_A,,,,
Q018,standard_rag,llama3_8b,rater_B,,,,
Q018,standard_rag,llama3_8b,rater_C,,,,
Q018,kg_rag,gpt4,rater_A,,,,
Q018,kg_rag,gpt4,rater_B,,,,
Q018,kg_rag,gpt4,rater_C,,,,
Q018,kg_rag,llama3_8b,rater_A,,,,
Q018,kg_rag,llama3_8b,rater_B,,,,
Q018,kg_rag,llama3_8b,rater_C,,,,
Q019,llm_only,gpt4,rater_A,,,,
Q019,llm_only,gpt4,rater_B,,,,
Q019,llm_only,gpt4,rater_C,,,,
Q019,llm_only,llama3_8b,rater_A,,,,
Q019,llm_only,llama3_8b,rater_B,,,,
Q019,llm_only,llama3_8b,rater_C,,,,
Q019,standard_rag,gpt4,rater_A,,,,
Q019,standard_rag,gpt4,rater_B,,,,
Q019,standard_rag,gpt4,rater_C,,,,
Q019,standard_rag,llama3_8b,rater_A,,,,
Q019,standard_rag,llama3_8b,rater_B,,,,
Q019,standard_rag,llama3_8b,rater_C,,,,
Q019,kg_rag,gpt4,rater_A,,,,
Q019,kg_rag,gpt4,rater_B,,,,
Q019,kg_rag,gpt4,rater_C,,,,
Q019,kg_rag,llama3_8b,rater_A,,,,
Q019,kg_rag,llama3_8b,rater_B,,,,
Q019,kg_rag,llama3_8b,rater_C,,,,
Q020,llm_only,gpt4,rater_A,,,,
Q020,llm_only,gpt4,rater_B,,,,
Q020,llm_only,gpt4,rater_C,,,,
Q020,llm_only,llama3_8b,rater_A,,,,
Q020,llm_only,llama3_8b,rater_B,,,,
Q020,llm_only,llama3_8b,rater_C,,,,
Q020,standard_rag,gpt4,rater_A,,,,
Q020,standard_rag,gpt4,rater_B,,,,
Q020,standard_rag,gpt4,rater_C,,,,
Q020,standard_rag,llama3_8b,rater_A,,,,
Q020,standard_rag,llama3_8b,rater_B,,,,
Q020,standard_rag,llama3_8b,rater_C,,,,
Q020,kg_rag,gpt4,rater_A,,,,
Q020,kg_rag,gpt4,rater_B,,,,
Q020,kg_rag,gpt4,rater_C,,,,
Q020,kg_rag,llama3_8b,rater_A,,,,
Q020,kg_rag,llama3_8b,rater_B,,,,
Q020,kg_rag,llama3_8b,rater_C,,,,
Q021,llm_only,gpt4,rater_A,,,,
Q021,llm_only,gpt4,rater_B,,,,
Q021,llm_only,gpt4,rater_C,,,,
Q021,llm_only,llama3_8b,rater_A,,,,
Q021,llm_only,llama3_8b,rater_B,,,,
Q021,llm_only,llama3_8b,rater_C,,,,
Q021,standard_rag,gpt4,rater_A,,,,
Q021,standard_rag,gpt4,rater_B,,,,
Q021,standard_rag,gpt4,rater_C,,,,
Q021,standard_rag,llama3_8b,rater_A,,,,
Q021,standard_rag,llama3_8b,rater_B,,,,
Q021,standard_rag,llama3_8b,rater_C,,,,
Q021,kg_rag,gpt4,rater_A,,,,
Q021,kg_rag,gpt4,rater_B,,,,
Q021,kg_rag,gpt4,rater_C,,,,
Q021,kg_rag,llama3_8b,rater_A,,,,
Q021,kg_rag,llama3_8b,rater_B,,,,
Q021,kg_rag,llama3_8b,rater_C,,,,
Q022,llm_only,gpt4,rater_A,,,,
Q022,llm_only,gpt4,rater_B,,,,
Q022,llm_only,gpt4,rater_C,,,,
Q022,llm_only,llama3_8b,rater_A,,,,
Q022,llm_only,llama3_8b,rater_B,,,,
Q022,llm_only,llama3_8b,rater_C,,,,
Q022,standard_rag,gpt4,rater_A,,,,
Q022,standard_rag,gpt4,rater_B,,,,
Q022,standard_rag,gpt4,rater_C,,,,
Q022,standard_rag,llama3_8b,rater_A,,,,
Q022,standard_rag,llama3_8b,rater_B,,,,
Q022,standard_rag,llama3_8b,rater_C,,,,
Q022,kg_rag,gpt4,rater_A,,,,
Q022,kg_rag,gpt4,rater_B,,,,
Q022,kg_rag,gpt4,rater_C,,,,
Q022,kg_rag,llama3_8b,rater_A,,,,
Q022,kg_rag,llama3_8b,rater_B,,,,
Q022,kg_rag,llama3_8b,rater_C,,,,
Q023,llm_only,gpt4,rater_A,,,,
Q023,llm_only,gpt4,rater_B,,,,
Q023,llm_only,gpt4,rater_C,,,,
Q023,llm_only,llama3_8b,rater_A,,,,
Q023,llm_only,llama3_8b,rater_B,,,,
Q023,llm_only,llama3_8b,rater_C,,,,
Q023,standard_rag,gpt4,rater_A,,,,
Q023,standard_rag,gpt4,rater_B,,,,
Q023,standard_rag,gpt4,rater_C,,,,
Q023,standard_rag,llama3_8b,rater_A,,,,
Q023,standard_rag,llama3_8b,rater_B,,,,
Q023,standard_rag,llama3_8b,rater_C,,,,
Q023,kg_rag,gpt4,rater_A,,,,
Q023,kg_rag,gpt4,rater_B,,,,
Q023,kg_rag,gpt4,rater_C,,,,
Q023,kg_rag,llama3_8b,rater_A,,,,
Q023,kg_rag,llama3_8b,rater_B,,,,
Q023,kg_rag,llama3_8b,rater_C,,,,
Q024,llm_only,gpt4,rater_A,,,,
Q024,llm_only,gpt4,rater_B,,,,
Q024,llm_only,gpt4,rater_C,,,,
Q024,llm_only,llama3_8b,rater_A,,,,
Q024,llm_only,llama3_8b,rater_B,,,,
Q024,llm_only,llama3_8b,rater_C,,,,
Q024,standard_rag,gpt4,rater_A,,,,
Q024,standard_rag,gpt4,rater_B,,,,
Q024,standard_rag,gpt4,rater_C,,,,
Q024,standard_rag,llama3_8b,rater_A,,,,
Q024,standard_rag,llama3_8b,rater_B,,,,
Q024,standard_rag,llama3_8b,rater_C,,,,
Q024,kg_rag,gpt4,rater_A,,,,
Q024,kg_rag,gpt4,rater_B,,,,
Q024,kg_rag,gpt4,rater_C,,,,
Q024,kg_rag,llama3_8b,rater_A,,,,
Q024,kg_rag,llama3_8b,rater_B,,,,
Q024,kg_rag,llama3_8b,rater_C,,,,
Q025,llm_only,gpt4,rater_A,,,,
Q025,llm_only,gpt4,rater_B,,,,
Q025,llm_only,gpt4,rater_C,,,,
Q025,llm_only,llama3_8b,rater_A,,,,
Q025,llm_only,llama3_8b,rater_B,,,,
Q025,llm_only,llama3_8b,rater_C,,,,
Q025,standard_rag,gpt4,rater_A,,,,
Q025,standard_rag,gpt4,rater_B,,,,
Q025,standard_rag,gpt4,rater_C,,,,
Q025,standard_rag,llama3_8b,rater_A,,,,
Q025,standard_rag,llama3_8b,rater_B,,,,
Q025,standard_rag,llama3_8b,rater_C,,,,
Q025,kg_rag,gpt4,rater_A,,,,
Q025,kg_rag,gpt4,rater_B,,,,
Q025,kg_rag,gpt4,rater_C,,,,
Q025,kg_rag,llama3_8b,rater_A,,,,
Q025,kg_rag,llama3_8b,rater_B,,,,
Q025,kg_rag,llama3_8b,rater_C,,,,
Q026,llm_only,gpt4,rater_A,,,,
Q026,llm_only,gpt4,rater_B,,,,
Q026,llm_only,gpt4,rater_C,,,,
Q026,llm_only,llama3_8b,rater_A,,,,
Q026,llm_only,llama3_8b,rater_B,,,,
Q026,llm_only,llama3_8b,rater_C,,,,
Q026,standard_rag,gpt4,rater_A,,,,
Q026,standard_rag,gpt4,rater_B,,,,
Q026,standard_rag,gpt4,rater_C,,,,
Q026,standard_rag,llama3_8b,rater_A,,,,
Q026,standard_rag,llama3_8b,rater_B,,,,
Q026,standard_rag,llama3_8b,rater_C,,,,
Q026,kg_rag,gpt4,rater_A,,,,
Q026,kg_rag,gpt4,rater_B,,,,
Q026,kg_rag,gpt4,rater_C,,,,
Q026,kg_rag,llama3_8b,rater_A,,,,
Q026,kg_rag,llama3_8b,rater_B,,,,
Q026,kg_rag,llama3_8b,rater_C,,,,
Q027,llm_only,gpt4,rater_A,,,,
Q027,llm_only,gpt4,rater_B,,,,
Q027,llm_only,gpt4,rater_C,,,,
Q027,llm_only,llama3_8b,rater_A,,,,
Q027,llm_only,llama3_8b,rater_B,,,,
Q027,llm_only,llama3_8b,rater_C,,,,
Q027,standard_rag,gpt4,rater_A,,,,
Q027,standard_rag,gpt4,rater_B,,,,
Q027,standard_rag,gpt4,rater_C,,,,
Q027,standard_rag,llama3_8b,rater_A,,,,
Q027,standard_rag,llama3_8b,rater_B,,,,
Q027,standard_rag,llama3_8b,rater_C,,,,
Q027,kg_rag,gpt4,rater_A,,,,
Q027,kg_rag,gpt4,rater_B,,,,
Q027,kg_rag,gpt4,rater_C,,,,
Q027,kg_rag,llama3_8b,rater_A,,,,
Q027,kg_rag,llama3_8b,rater_B,,,,
Q027,kg_rag,llama3_8b,rater_C,,,,
Q028,llm_only,gpt4,rater_A,,,,
Q028,llm_only,gpt4,rater_B,,,,
Q028,llm_only,gpt4,rater_C,,,,
Q028,llm_only,llama3_8b,rater_A,,,,
Q028,llm_only,llama3_8b,rater_B,,,,
Q028,llm_only,llama3_8b,rater_C,,,,
Q028,standard_rag,gpt4,rater_A,,,,
Q028,standard_rag,gpt4,rater_B,,,,
Q028,standard_rag,gpt4,rater_C,,,,
Q028,standard_rag,llama3_8b,rater_A,,,,
Q028,standard_rag,llama3_8b,rater_B,,,,
Q028,standard_rag,llama3_8b,rater_C,,,,
Q028,kg_rag,gpt4,rater_A,,,,
Q028,kg_rag,gpt4,rater_B,,,,
Q028,kg_rag,gpt4,rater_C,,,,
Q028,kg_rag,llama3_8b,rater_A,,,,
Q028,kg_rag,llama3_8b,rater_B,,,,
Q028,kg_rag,llama3_8b,rater_C,,,,
Q029,llm_only,gpt4,rater_A,,,,
Q029,llm_only,gpt4,rater_B,,,,
Q029,llm_only,gpt4,rater_C,,,,
Q029,llm_only,llama3_8b,rater_A,,,,
Q029,llm_only,llama3_8b,rater_B,,,,
Q029,llm_only,llama3_8b,rater_C,,,,
Q029,standard_rag,gpt4,rater_A,,,,
Q029,standard_rag,gpt4,rater_B,,,,
Q029,standard_rag,gpt4,rater_C,,,,
Q029,standard_rag,llama3_8b,rater_A,,,,
Q029,standard_rag,llama3_8b,rater_B,,,,
Q029,standard_rag,llama3_8b,rater_C,,,,
Q029,kg_rag,gpt4,rater_A,,,,
Q029,kg_rag,gpt4,rater_B,,,,
Q029,kg_rag,gpt4,rater_C,,,,
Q029,kg_rag,llama3_8b,rater_A,,,,
Q029,kg_rag,llama3_8b,rater_B,,,,
Q029,kg_rag,llama3_8b,rater_C,,,,
Q030,llm_only,gpt4,rater_A,,,,
Q030,llm_only,gpt4,rater_B,,,,
Q030,llm_only,gpt4,rater_C,,,,
Q030,llm_only,llama3_8b,rater_A,,,,
Q030,llm_only,llama3_8b,rater_B,,,,
Q030,llm_only,llama3_8b,rater_C,,,,
Q030,standard_rag,gpt4,rater_A,,,,
Q030,standard_rag,gpt4,rater_B,,,,
Q030,standard_rag,gpt4,rater_C,,,,
Q030,standard_rag,llama3_8b,rater_A,,,,
Q030,standard_rag,llama3_8b,rater_B,,,,
Q030,standard_rag,llama3_8b,rater_C,,,,
Q030,kg_rag,gpt4,rater_A,,,,
Q030,kg_rag,gpt4,rater_B,,,,
Q030,kg_rag,gpt4,rater_C,,,,
Q030,kg_rag,llama3_8b,rater_A,,,,
Q030,kg_rag,llama3_8b,rater_B,,,,
Q030,kg_rag,llama3_8b,rater_C,,,,
Q031,llm_only,gpt4,rater_A,,,,
Q031,llm_only,gpt4,rater_B,,,,
Q031,llm_only,gpt4,rater_C,,,,
Q031,llm_only,llama3_8b,rater_A,,,,
Q031,llm_only,llama3_8b,rater_B,,,,
Q031,llm_only,llama3_8b,rater_C,,,,
Q031,standard_rag,gpt4,rater_A,,,,
Q031,standard_rag,gpt4,rater_B,,,,
Q031,standard_rag,gpt4,rater_C,,,,
Q031,standard_rag,llama3_8b,rater_A,,,,
Q031,standard_rag,llama3_8b,rater_B,,,,
Q031,standard_rag,llama3_8b,rater_C,,,,
Q031,kg_rag,gpt4,rater_A,,,,
Q031,kg_rag,gpt4,rater_B,,,,
Q031,kg_rag,gpt4,rater_C,,,,
Q031,kg_rag,llama3_8b,rater_A,,,,
Q031,kg_rag,llama3_8b,rater_B,,,,
Q031,kg_rag,llama3_8b,rater_C,,,,
Q032,llm_only,gpt4,rater_A,,,,
Q032,llm_only,gpt4,rater_B,,,,
Q032,llm_only,gpt4,rater_C,,,,
